tweet,hatespeech
essa menina é uma arrombada e tem gnt q da palco ainda,1
USER USER que o pariu kkkkkkkkk ri muito,0
RT USER: amooo ek frioooo q emocion q lindo no saben como odio ek calor m hace sentir tan asquerosa y gotda y m dan ganas d e morir…,1
USER 😂. Vergonha que fala .,0
"USER! Sexualidade não é para crianças, deixe-as em paz!",1
"USER En serio pretende revocar a López? Obvio que en ese eventual caso, un asqueroso e improvisado morenista tendrá que concluir el periodo constitucional... es un tiro en el pie. Que termine el inútil y se vaya a su rancho. OJO",1
"Não tem o privilégio do conforto, mas tem uma educação, uma oratória👏",0
Só em ouvir a voz desse projeto de JUIZA dá náuseas!,1
"Então meu amigo, use essas palavras que você as declara hoje é no vídeo para refletir em tudo que você falou no dia, ou seja, se retrate, pois tudo isso que você fala nesse vídeo se refere a você mesmo como um todo. Criticou as ações da xbox USER gral e fez a mesma cagada. “USER USER USER DEVERIA EXISTIR UM PARTIDO USER"" pqp né.",1
USER USER USER to pedindo pro gayzao tirar o block,1
USER para de chamar a bichinha de feia olha aquele sorriso,1
Não fico a merda de uma semana sem ter a porra de uma disforia de gênero que merda,1
USER é uma piada mesmo. O cara vira herói pelo simples fato de ter trans4do no meio da rua.,1
ataki terrorista .. terrorista tem ekisifuder,1
"Debate????? Aquilo era uma conversa normal, quem transformou em debate foi essa louca da gabriela",1
Meu aluno que é Meu vizinho neste EXATO momento KKKKKKK Q ODIOOOO URL,1
"Kkkkkkkkkk pUSER existe geUSERte tão imbecil USERo muUSERdo como vc? Vamos lá criaUSERças tem sim USER apreUSERder USER USER é USERormal o precoUSERceito racismo, homofobia tudo se USER crescem idiotas igual a vc e USERuerem espaUSERcar todo muUSERdo",1
~Jajaja que idiota que soy 🙃...,0
USER Mentiroso de merda!,1
"USER de Oliveira USER não gosta de gay, não se case com um gay. simples. deixe as pessoas fazerem o que quiserem com suas vidas.",1
"USER USER Sus porquerías de regalos no se los iba a poder llevar, eso de los regalos es lo más estúpido que he leído para tratar de llamar a la lastima, literalmente en Brazil le darán regalos y solo podrá llevarse o aceptar un par, no van a llevar peso extra a lo pendejo en el avión",1
A Globo e uma desgraça para esse país,1
Esse cara é um brincante. kkkkkkkkkkkkkkkkkkk 40 minutos de deboche e bancando o eloquente. kkkkkkkkkkkkkkkkkkk Proximo vereador kkkkkkkkkkkkkkkkk,1
cara lobisomem e um lobo grande e vampiro se apoixona kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk crepusculo e ruim pra caralo,1
parece legenda pra cego surdo e mudo,1
Mais de 4 USER de vizu em Um dia puts,0
"Realmente estamos no limite, o USER vai de mal a pior, com tudo que essa aberraçao bozonazi o presidente mais estúpido da história , vem fazendo. USER USER",1
"hahaha : "" Maniaco do parque.. Por favor nao confiem em assassinos desconhecidos, ao contrário do livro vocês vão acabar estupradas e mortas!"" Melhor parte.. ^^ :D",1
"USER melhor que você pq vc não fala com argumentos invés de frases prontas, vc se preocupa mais em ""lacrar"" do q em mostra q está certa",1
"USER USER com certeza, mas também aquele marido dela, USER....da até pra entender a troca 🤣🤣🤣🤣",1
USER USER Carla esse chinezinho falsificado e um pilantra. Não se deixa enganar como ele enganou os que votaram nele. Esse tipo de jumento só se elege uma vez. Kim . Frota. E outros do MBL,1
"Cruz credo, defender Hitler é coisa de maluco.",1
O ódio que eu tenho em quem vem te “dar conselho” sem ao menos você ter pedido. “Ah mas eu só to falando” Fodace guarda pra você caralho,1
"Filho de papai, maconheiro, tem direito de ter sua opinião. Porem nao estamos em um país sem liberdade de expressão.",1
esse USER eh um bosta msm... mais eu acho que ninguém percebeu mais USER ama esse filme... pois alem de ter lido os livros... ainda foi no cinema lotado... presto atenção nos mínimos detalhes... e pra completar tenta comer o livro que com certeza não eh de uma fã pois ela nunca deixaria USER fazer isso... e nem de uma biblioteca pois na biblioteca não tem livros tão novos e eles nunca deixariam USER entregar ele rasgado... conclusão USER eh um fã enrustido,1
USER burra é vc vagabunda imunda desativa,1
"USER Esse é um babaca aproveitador, tem fotos dele em Floripa, uhhuummm, senão.......",1
USER USER KKKKKKKKKKKK falei carai,0
Kkkkkk imagina o odio do marido kkkkkkkkk,0
Ponerse a discutir con los retardados que le tiran a la vinotinto es como discutir con los rockeros que le tiran al reggaeton,1
"foda em Monark, antigamente com o Minecraft Agora com o USER...",1
canalhas canalhas mil vezes canalhas,1
"pais da desgraça , USER os pais a outra o filho e ganha direito , essa mísera tinha que mofár na cadeia porra ...",1
Esse USER USER ta foda em... Chamando manifestação em verde amarelo... Opa!! USER USER???,1
No próximo filmee e USER USER o USER USER,0
"USER USERa boa USERem lembro o USERome do mlk. mais alguem comeUSERtou q é justificada estoria pq é um romaUSERce... E q o USER USER eUSERteUSERde pq USERuUSERca leu um romaUSERce USERuUSERca amo USERa vida. USERa boa eu já li varios romaUSERces e USER USER merd USER se eUSERcaixa USERa descriçao d um. Poesias forçados amor sem USERexo. ""Eu sou fasciUSERado pelo seu cheiro"" vai tomar USERo cú USER tiUSERha USEReUSERhuma justificativa melhor E a USER do LobisomeUSER. Até dá pra eUSERteUSERder c muito esforço q o vampiro se viciou USERo cheiro do saUSERgeue da miUSERa. mas e a USER do Lob",1
USER de cueca kkkkkkkkkk morri,0
"O que dizer de um gado desse? Da até vergonha, eles ñ ligam pras cagadas que esse presidente ta fazendo, e que essas cagadas irá afetar eles mesmos, mas gado é gado né?",1
É foda ver como uma unica pessoa idiota consegue estragar tudo com ideias tão estúpidas.,1
"crepúsculo é sim feito para garotinhos e garotinhas que não sabem nada da vida, e quem se morde com esse vídeo é porque é uma dessas pessoas",1
USER USER USER USER Coitado do véio corno kkkkkkkkkkkkkk,1
USER Ladrão desgracado dos infernos. Voce é um câncer que faz mal ao pais. URL,1
Nós vamos colocar pra fuder cm esses bandidos do STF USER e senado,1
"O Nosso Presidente Tem Mesmo Uma Paciência De Jó, Porque se Fosse Eu, Já Tinha Mandado Todos Estes Pilantras Trapaceiros Que Defende a Esquerda Para a Casa Do Caralho !",1
"rafael é muito fdp, praga de garoto...",1
PUTARIA 🔞 URL,1
Um ignorante vs um arrogante.,1
É INTERESSANTE USER ESSA IMPRESSA SE USER PARA ENTREGAR USER ENTREVISTA LIXO PARA A SOCIEDADE.,1
"Vão tomar vergonha na cara Burguer USER ,deixem nossas crianças em paz!!!!!",1
USER Achei q sua mãe ia comer seu cu,1
caralho que psicologia — né mano tomei uma dura só por ser babaca online vê se pode URL,1
"USER ué, ele não presa a liberdade de expressão junto com os burros, digo, seguidores dele? pq esse surto agora? kkkkkkkk",1
"USER Y quién te escribió que Rusia tiene miedo ,Rusia se defendió de la expansión de la OTAN,o tú crees que se iban a quedar esperando a que se los cogieran por detrás y que EUA se saliera con la suya otra vez,pues demente infeliz está vez les salió mal a tus amos del norte",1
"esse cara é de uma inteligência incrivél, a mulher simplismente ficou atraida pela intelectualidade dele, e quis ter uma relação sexual simples ! o marido dela que não aceitou a traição e inventou doença onde não tem !",0
"olha vey USER vontade de matar esse menino vey ele tem USER respeita as opiniões dos outros olha so ele deve ter inveja por todos os personagens de crepúsculo são famosos isso e USER USER USER caralho eles apenas tem USER repeitar a nossa opinião, eu não gosto de Justin USER e não assim eu vou sair falar USER ele e um gayzinho por ai ' eu so achava USER ele podia repeitar né ' aff ' esse povo so tem invejaaaaaa '",1
"Os artista tem que parar de fazer discurso anti filho da puta todo show, porque fica difícil curtir e compartilhar todos.",1
daniel fica muito novinho nesses fansign pqp parece uma criança de 8 anos,1
e o USER do brasil gosta dessa falta de educação kkk,0
"USER Chora pastor fdp! VAGABUNDO!! A tua casa tá caindo! PILANTRA!! LADRÃO!!🖕🏼Vás tomar no teu cú, no do malafeita e BolsonASNO.",1
USER kkkkkkkk vc é um viadao isso sim,1
USER Claro que pode. Basta não eleger mais ladroes e larapios como o “nobre” ex presidente. Ligar de ladrao e na cadeia e não na televisao,1
Globo lixo .lixo não desculpa é estrume mesmo,1
"USER Que dia foi que globosta não enganou? Essa emissora é um câncer do Brasil, deveria deixar de existir.",1
"meu 212 acabou agr fodeu, perdi o charme",1
USER Acho que ele foi o estuprado…,0
USER Que ignorante es usted lea investigue primero y despues señale al mandatario El mas corrupto de todos en los ultimos 60 años se llama Luis Echeverria Ese mandatario regalo mas de 100 mil hectareas ah toda la familia de su esposa la familia Zuno Investigue analize,1
"USER USER Um desgraçado, vagabundo, asqueroso, ladrão, infeliz, seboso de uma figa. Vem com essa conversa, tu e tua corja de petistas são a maior vergonha do Brasil. Tu nem era pra tá no país deveria perder o direito de ser brasileiro e terminar teus dias numa Cuba ou Venezuela da vida. 💩",1
vou parar de ser babaca,1
Eu sou mt trouxa msm pqp,1
"Senhor, tenho uma missão espinhosa a ti, livra-me dos retardados. Gente, eu vi um gordo, feio, digital em RB, fazendo essa dança débil mental da Anitta. 🙏🙏",1
"Eu e toda minha família votamos MORO...estou trabalhando muito pra convencer as pessoas...DE USER...entre um LADRÃO, um USER e um USER DECENTE USER USER o último...USER um Brasil decente MOROPRESIDENTE!!!",1
"USER Ela foi falsa com Jade, com Gustavo … ela é muito amarga e trevosa. Inventava mentiras e quem caiu na dela, estão fora da casa ou com um pé fora. O erro dela foi ficar com essa obsessão com o Arthur. Isso acabou colocando Bárbara e Jade p rua. E Gustavo tbm se lascou",1
'marcos voce nasceu assim ou bateu a cabeca quando era crianca ',1
Comercial asqueroso 🤢 Nunca mais entro em uma loja Burger USER. Querer usar crianças para incentivar um movimento USER,1
USER A famosa morde e assopra...canalha essa mulherzinha..tem outras pessoas que pode indicar,1
"USER USER Eu sou hater da marinette, não fala nunca com o adrien desgraça",1
"RT USER: São feministas mais só querem gozzaar com homens? Vocês gostam mesmo é de homem hipocritas, os jovens são massa de ma…",1
caralho eu vi essa porra desse filme junto com você então.,1
Bando de vagabundo demônios,1
QUE AULA DE HISTORIA PUTA QUE PARIU!!!!!!!!!!!,1
Maldito burguer USER,1
40 minutos que poderiam ter sido 10! Que cara esquisito 😂 podia ser político por tanta volta que dá no assunto!,1
"A globo não cansa de passar vergonha, hein? USER tendenciosa. Mostre toda a verdade. USER",1
Kkkkkkk por mais Jojo USER no mundo💕🌻 justa e USER da poha,1
"Pelos comentários que tem aqui nesse vídeo tem muita gente burra. Tem gente que parece que tem medo da realidade não quer ouvir a verdade que o USER USER tem coragem de falar, e que muita gente não ver...",1
"Sério, vc precisa esUSERdar mais parceiro, esquecer a maconha e a bebida, logo logo você volta pro sucesso. Obviamente que USER não é simpatizante do nazismo, só esUSERde mais e fique são pra não falar asneira. Nem sei o que USER fazia antes do podcast, mas por várias vezes, não só vc, mas o outro tbm, demonstraram muita ignorância. Desejo o melhor, USER o abençoe",1
Essa thayse é chata pra cacete,1
nunca vi uma coisa tão feia,1
- Chupetinha patrono da cidade - 68% Da popula莽茫o votou no Bolsonaro - n茫o tem nada de bom pra fazer - cosplay de bandido em escola particular existem - cidade n茫o tem nada al茅m de talarico e fofoqueiro - carinha da palha italiana 茅 mais ponto tur铆stico que a pra莽a da cidade URL,1
RT USER: What is Fode and Beed's favorite part of a podrace? when it's neck and neck URL,1
"Gostei da entrevista, da próxima tira o microfone do ânus do câmeraman",1
pq ele critica pq USER gosta ? pq USER gosta são menininha de 13 anos virgem e gosta de restart e colirios da capricho se ñ gostam de restart gostam de justin bieber q é mujto pior né ? kkk :D e esse video é muito massa,1
USER USER Nada haver religião com político demente ….aprendiz de miliciano,1
"esse povo acha lindo ser odiado, ser taxado de mau educado, ignorante, e achar que tá arrasando🤣",1
"O USER já vem falando merda a muito tempo, isso que aconteceu só foi a gota pra transbordar o copo",1
"Vocês são um LIXO, aliás lixo se recicla é até injusto comparar esse jornal com o lixo, pois o lixo tem jeito já vocês é impossível de se reciclar. Jornal de muitas mentiras.",1
"Fiquei fã desse cara. USER esclarecido. Não confundam morador de rua com um analfabeto. Ele não tem emprego e nem onde morar. Mas tem conhecimento e valores, e se deu bem pra caramba na cópula com aquela gata! Nunca mais será morador de rua, a vez dele chegou!",0
">>63186a conheci no foguinho, eu consegui levá-la para a cama porque ela mesma tomou atitude. após 2 meses apenas ficando e saindo ela chegou disse que estaria com a casa livre e que queria transar, topei na hora, já com medo, é claro.",1
"USER USER Aproveita e cancela sua no conta no Youtube, Facebook, USER, todos eles também apoiam a causa gay. Você não sabia? Kkkkkkk “ESQUECEU USER USER DO GOOGLE, USER, STARBUCKS, USER USER, USER, E DO USER! USER USER, O PAI DO USER USER, ERA GAY. SE É PRA BOICOTAR USER, O POVO USER QUE BOICOTAR USER! SERIA USER USER USER A USER LIVRE USER USER USER USER E USER. USER USER USER”",1
"sm porra, para de pensar com a bunda. HASHTAG URL",1
Seus bando de canalhas.. deixem as crianças em paz; marca ridícula.. não passo nem na frente da loja de vocês seus canalhas..,1
'CADE O GALVAO PRA NARRAR AGORA FALIIIIUUUUUUU FALIIIUUUUUUU FALIIUUUUUUU ',0
"USER Oportunistas de la situación, perros malditos, ustedes que pactaron con los criminales, empezando por funes",1
"OH LÁ, FORÇARAM A MERDA DA MÚSICA DA ANITTA HASHTAG URL",1
"USER, vc não é esse monstro que pintam vc, sei que vc não é nazista, porém qualquer fala é foda, os oportunistas são loucas para cancelarem e lacrarem",1
ô compesa fdp,1
USER Votação espetacular foi a maioria pelo magistério que amou frase :levanta a bunda achando que outro era incapaz ! Avisados foram,1
USER Quero Arthur no paredão . Apenas. Ele enfie o anjo no c*,1
USER USER USER USER USER de garoto kkkkkkkkk que bosta se inscreve ai no meu canal USER vai valeu,1
USER MAIS PRA USER O USER 😂😂😂😂😂😂😂😂,0
"Descepcionado , por vocês também com essa nojeira",1
""" meu deus uma propaganda de crianças que respeitam LGBTs😡😡😡😡😡😡 concerteza essas crianças vão virar gays no futuro 😭😭😭😭😭😭"" Só porque você respeita nao significa que você seja gay",0
"parsa meu tio saiu xingando todo mundo de vagabunda, ta por ai a pé sem rumo e minha vó desmaiou na rua KKKKKKKKKKK ótima noite!",1
Terceiro do jogo contra esse morfético Vasco no ano e o Flamengo não consegue fazer nada,1
USER oferecer tua esposa pra ele tu não quer né kkkkkkkkkkkkkk,1
Quem vai levar esse pé de pano pra casa. Kkkkkkkkkk,0
A narração dele é nojenta 😥,1
"USER mano sem explicação pra pessoa maravilhosa que você é, tenho um carinho muito grande por ti, obgdo por tudo que você fez por mim e pelos seus conselhos que eu nunca seguia também kkkk, mano eu só sei te um coisa, eu te amo pra caralho chata❤",1
USER USER USER A CRIANÇA SER GAY A USER É USER A CRIANÇA SER MAIS USER? USER SUAS USER,1
USER tendeno mais nada a USER ela faz parte igual os demais ou ela manda no bglh? USER isso que ela ta fznd n e postura n sem mancada o cara errou levantou tarde mais foi fazer USER tinha que fazer ela e grande pros lado so ela USER e grande na fznd n manda em porra nenhuma tem que fazer calada as coisa e USER poucas,1
USER Eu também fodace,1
"É um início de uma nova era!os comunistas tão loucos, se USER quiser Bolsonaro presidente!",1
Nojo desse Brasil 🤢,1
"É muita veadagem enrustida ficar putinho pq tem casal gay se amando no comercial, nosss que deus tenha dó desses ""crentes""",1
Uma vergonha no momento que estamos passando quem tem que dar exemplo fazer isso aí bando de sem noção.,1
USER LOCOS QUEDARON CON EL MÉDICO CIRUJANO. Y FRANCIA NO ES LOCURA ES UNA VERGÜENZA. RIDÍCULA.,1
ridículo,1
USER ela é muito chata,1
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER ESGOTO SIM, RATO DE ESGOTO VOCÊS SÃO. Nossa linguagem não tem só o português, também temos tupi Guarani, árabe, africana, Suíça e de muitas outras nações. Nossa linguagem é muito rica de cultura. Seu vagabundo",1
Pra mim não existe xingamento pior que esses! Pior nível existente,0
amanhã tenho duas resenhas de eletrônico pra ir pqp,1
crepusculo e a maior merda,1
"essa parada de troféu de participação é o ""geração mimimi"" deles né só velho broxa ou fracassado que acaba requentando essa merda URL",1
"RT USER: Y la casta ? Parece que se sumo a la casta, nunca dejo de ser casta de las patronales. Ya fue asesor del Genocida Bussi. Y…",1
É muita cara de pau desse cara ! Um verdadeiro sem noção!,1
"Jonatan não pegou o mesmo trem que eu e agr fodeu pq ele tá sem celular e não dá pra mandar mensagem, o rolê já começou nota 10",1
Meu USER tem quem assiste uma Merda Dessa?,1
Tenho muita pena pois brasileiro se vende por ilusoes político nenhum presta tudo bandido,1
"Defender a liberdade de expressão não fere ninguém, se o comunismo porco é aceito e USER ainda é dito como heroi por alguns, se isso é permitido, porque outra atrocidade como o nazismo não pode ser falado, precisamos saber de fato quem são os nazistas e os comunistas, se a porcaria é permitida que todos possam ver! Claramente o USER não é nazistas e não gosta de autoritarismo",1
"USER tava mrm,tinha porra nenhuma p fazer fds kkkkkkkkkkkk",1
a troca de olhares foi foda hoahaooaahohohoa,1
"USER do IGOR: ""Isso aqui vai continuar, de uma forma diferente mas vai continuar"". USER: Conseguiram calar e censurar o Flow. Embora o assunto foi errado, nada disso não passou de uma desculpa pra fazer o que sempre tentaram, censurar quem fala o que pensa. Mesmo que ele tinha opniões bostas o tempo todo, nunca, jamais deveria ter sido cancelado. Isso está ficando perigoso e ninguém ta vendo, enquanto isso, os também genocidas e livres comunistas estão liderando e dominando todo mundo. USER!",1
rt USER os ministérios de notáveis filhos da puta URL,1
USER USER NÃO TENS USER DE QUANTO EU USER DESSA MERDA DESSE FILME É USER USER !!!! gostei gostei !!!,1
ESSE MESMO POVO USER FAZ PROTESTO E USER USER USERR VOLTAR A ABRIR SUAS LOJAS E NAO USER NINGUEM USER ANTES DO CORONAVIRUS E DEPOIS DO CORONAVIRUS ESTAO CHEIOS DE AZITROMICINA E USER ESTAR CURADOS E ESTAO TODOS DOENTES E USER ISSO?TAVAM NO CARNAVAL E AGORA USER MESMO EMPRESARIOS ESTAO USERNDO QUSERREM ROUBAR USER USER,1
"USER USER esse foi um episódio em que vimos o que a maconha faz numa pessoa, ele não é nazista, só um exemplo de que drogas são pra tolos msm.",1
USER Não faz sentido o velho da havan traz coisas tudo da China é um fdp mesmo,1
>>43957aproveitei a correria de fim de ano para começar o no pr0n/fap. essa merda estava acabando com meu casamento.>>43957que app é esse?,1
"a globo deu um corte seco da putaria da anitta com a miley pra ela chorando cantando angels like you em homenagem o taylor, mudei a vibe em meio segundo",1
USER de trouxa 🤦‍♂️,1
ta me fando nojo,1
"Máscara e pros jumentos PTistas, o gado é raça forte😂😂não pega nada !!!",1
me acho o cara mais feio do mundo lkkkkkkkkkk,1
"Olha a merda USER o USER falou, cara. Seria insustentável manter ele na empresa, tem gente lá USER depende do dinheiro po",1
Ai vai tomar no cu esse bbb nao aguento mais essa porra sabe vou silenciar bbb o nome de todos os parcipitantes casa lider paredao Tudo,1
USER não te chateies puto,1
"Eu USER USER que se ama,tenho um depressão profunda por ser gorda não saio de casa me acho um monstro 😯não me aceito e nunca vou aceitar ,mais USER USER que se ama😍😍😍",1
USER a cabeça do meu pinto ta atormentada berrando ai ai ai ai ai ui ui ui ui,1
Passa noix e a raça maldita! URL,1
Falo memo e gorda mais e bonita,1
Nossa o Lola já e uma bosta..agora com esse traveco cantando ficou pior ainda!!! URL,1
PORRA IMITO O USER DIREITINHO USER,1
"USER USER oswaldo, vc deveria ter vergonha de existir e usurpar o pouco oxigênio limpo que ainda existe na atmosfera.",1
"mano de boa eu gosto muito do felipe USER e concordo plenamente com tudo USER ele fala sobre crepúsculo, eu USER gostaria de odiar essa merda sem sentido mas toda vez USER ta passando eu nao aguento e vejo depois fico com vergonha de mim mesmo por estar vendo akela porcaria!!! haskuhaskuhasuhasuhaskh",1
USER Porra que bad,1
Cara ela tá queimando o filme dela povo o biel pode não ser exemplo pra ninguém mas não se trata um homem desse jeito mano nem filho aceita ser tratado dessa forma,0
"USER li alguns de seus comentarios e contatei USER eh muito otaria porra se USER USER gosta da critica dele USER assiste se USER acha que o certo eh vive se iludindo que vai axa um principe encantado esquecendo da vida viva essa sua vidinha escrota se USER USER faiz entao um video falando bem de crepusculo USER era melhor USER fala q era gorda pq falando que USER eh parece que USER esta desperdiçando mais a sua vida, USER2 USER ve o felipe USER chingando quem fala mal de harry USER pq ele gost",1
"Que merda em kkkkkk não como mais nesse lugar pq a comida é uma merda, agora vcs me deram mais um motivo obg 😂😂😂",1
"o bgl é eu me revoltar, aí fodeu faço coisa q nem penso",1
"Eh... eu assisti os 2 Twilight e tenho USER concordar USERue aUSERuela guria USER tem talento nenhum. Ela USER tem expressao e acho uma das piores atrizes USER USER vi! Nao sei USERual o USER deal USER fazem a respeito dela. Realmente ela USER tem sal, USER tem bunda, peito, beleza nem personalidade! huahauahua... e aUSERuele vampiro ta cada vez mais palido coitado! USERuem trocaria aUSERuele lobo gostoserrimo e ainda por cima gente boa por um vampiro todo esUSERuisito USER USER sabe o USER USERuer apesar de ter trocentos anos??? USER USER...",1
KklUSER se fez ainda de viima USER USER USER Se fudeu foi pouco,1
USER USER é USER USER,0
"Me parece desgastante que la gente de derecha todos los días esté a punta de fake news, por que nadie regula eso? Mañana es domingo hay que esperar con que wea salen, por qué puta que les pica la raja Camila Vallejo Alejandra Matus seguimos! USER 🌳",1
Falou pouco mas falou merda.... pra variar!,1
"Mas tem casal hétero sexual que nem a família respeita, e bota os filhos pra adoção pra um casal homossexual adotar",0
"USER CRLLLLL, mlk que tu é pica!",1
ayuda el vagabundo me esta acosando sexualmente URL,1
USER USER Eu ia tá fodido financeiramente e caçando ape não fosse a lenda acessível KKKKKK,1
V USER USUSERR USUSERR USUSERR USUSERR USER ! ! !,0
RT USER: El HASHTAG es ridículo pues su renuncia no arregla nada. Aquí tiene que renunciar toda la clase política que entreg…,1
"Que direito é esse , mata a filha, destrói sonho de uma criança, e agora vem uma lei de merda, libera um lixo desse para uma saidinha, que lei é essa, vermes infelizes!!",1
Só vejo um monte de gado e jumento e o touro bandido que é o Bolsonaro,1
"Ate porque as mulheres tambem cometem atos criminosos, bandidos e corruptos. São elas machistas ? USER _ URL",1
Espero q o 1 milhão de mortos previsto sejam dos apoiadores do Bolsonaro,1
"USER QUEM LIGA PARA O QUE BANDIDO FALA? DEVERIA ESTAR PRESO, ESSE CACHACEIRO LADRÃO. VEJA O RECADO DO POVO PRA ELE👇👇👇👇👇 URL",1
USER 😪,0
"eu ri DEMAIS. Demais. USER nada, velho... ele é USER.",0
"USER USER Quem tinha compromisso era ela e não o cara, se eu fosse morador de rua e uma morena daquela me quisesse eu pegava também e foda-se pprt",1
"aeeee caralho, que jogo difícil",1
"USER USER É USER USER USER USER USER Não Existe USER USER Na Obesidade,É USER USER Emitir Um PADRÃO De USER ,USERGordas Não São Bonitas,Gordas Não Podem Usar Biquíni ,Ou USER USER E USERUSER Mas Quando USER USER USER USER USER,USER USER USER USERr Perder 10 Kilos E USER Encaixar Num Padrão,Por Medo Da USER 😘 USER USER USER Pra USER!",1
USER USER LULA CACHACEIRO LADRÃO URL,1
"Tá de brincadeira né kkkk ele quer da lição de moral depois que fez sexo com a mulher de outro, USER ele vira político sabe falar formalmente igual o lula e o USER mais na real são dois sem noção",1
eu nn tenho nadave com sua vida ruim nn seu gordola deixa eu tentar entender oq esse colombiano filho da puta ta falano ali,1
USER USER VAI PRA RUA CORNO SAFADO !!! BANDIDO !!! DESGRAÇADO !!! CORNO DESGRAÇADO !!! BEBADO MIJADO LADRÃO DE 9 DEDOS ARROMBADO CORNO DESGRAÇADO !!! VAI PRA RUA SEU CORNO SAFADO DESGRAÇADO !!! AE CORNO LEMBRA ?! URL VAI PRA RUA SEU CORNO SUJO IMUNDO SAFADO CORRUPTO !!!,1
"A MANCHA NO TAPETE PARECIA MINGAU A MANCHA NO TAPETE PARECIA MINGAU MA NÃO ERA MINGAU!!!! OQ QUE ERA PESSOAL???? ERA SUCO DE CACETE, ERA SUCO DE PAU ERA SUCO DE CACETE, ERA SUCO DE PAU",1
"Meus vizinhos ficam constantemente ouvindo músicas que eu odeio. Tipo música sertaneja e de sofrência tipo Marilia Mendonça e outras porcarias. Já ouvi tanto essas porqueiras que essas músicas já estão na minha cabeça, do nada escuto elas brotando lá de dentro. 😫😭",1
USER eu USER USER USER USERue gosta de crepusculo?? a se toca criança va arranjar o USERue fazer da vida ¬¬ USER,1
USER você não tem que nada é em nada se acha mandona Autoritária...,1
"Que sujeito maluco, esse Felipe. USER mas muito engraçado. Por isso que amo tanto ele.",1
USER cállate traveco puto,1
USER USER melhora tem qui tacar uma bomba de iroxima reecomesa o mundão,1
"RT USER: Ter dó de traficantes e estupradores se matando dentro da cadeia? Gente honesta tem dó das vítimas, isso sim.",0
Coisa repugnante!!! Coitada das crianças!! A USER não apoia esse tipo de comportamento. USER vai acabar logo com isso assim como fez com Sodoma e USER. Gente! Vcs deixam seus filhos verem isso? Coisa terrível!!,1
VIDEO BOM DA PORRAAAAAAAA. GANHEI MEU DIA,1
"USER Neste exato momento entendi, embora esteja com a minha ""família"", estou muito longe de quem me abraçou e foi meu braço em 2021. Feliz ano novo família, vocês são do caralho! Que 22 seja melhor que 21, se conseguir, tmj, Tribo!",1
Muita escrotidão!!!!,1
"Foi o PÁ quem disse isso pro Arthur, seus ridículos! HASHTAG HASHTAG URL",1
O nega besta mds,1
"Brasileiros sem pátria , que apoiam essa política de esquerda , que sempre governaram com acordos de gaveta, conluios , cartas marcadas , bando de políticos corruptos , saqueadores dos cofres públicos e essa imprensa suja que sempre viveram com ajuda dada pela esquerda com dinheiro tirado da educação e saúde ... mas agora a mina secou , o atual governo não faz parte dessa podridão , trabalha para o povo e é atacado por não fazer conluios , por ter cortado a verba milionária que era dada à esses jornais ... USER USER.... o povo está com você , saindo do conforto de suas casas , mostrando a cara e lutando por um Brasil melhor ....",1
USER no dije maldita 🔪,1
USER engra莽ado depois da casa arrombada se coloca um cadeado.??,0
USER Tem que ser muito burro pra isso mas vai lá!,1
Te llevas el premio del más idiota URL,1
nem é 2019 ainda krl,1
"É phoda vc compra um celular,paga com o suor do seu trabalho,vem um fdp rouba e esse corn do Lula ladrão defender o assalto,e um bando de tonto apoia,que roubem o celular de quem votar no Lula. URL",1
Maldito Año Nuevo y lo que me trajo,0
"USER Ridículo saporra, tem nada de engraçado nem romântico, depois toma umas porrada do cornão dnvo, e ñ sabe porq foi.",1
USER USER USER USER Vish....bando de pai bolsonarista imbecilidade expondo os filhos sem autorização no tt. Não cansam de passa vergonha. Desespero q chama ?,1
"USER USER, passou de todos limites aceitaveis, não da pra apresentar programa muito louco, se estava bebado vai merecer pela punição, de qualquer forma agora não adianta descupinha.",1
"USER. USER USER que aceita se escravizar. Acha que um livro de 1000 paginas de mentiras esconderá as verdades históricas para sempre? Vamos lá, por que você não fala sobre Karla USER, USER USER e sua ideologia que levou 100 milhões de pessoas a morte das mais terríveis formas. Fale sobre o Bolchevismo soviético que comandava o comunismo na URSS e que era composto por 85% de judeus. Suas mentiras tem apenas mais uma década de vida, sionistas. Vocês estão acabando com o mundo, através do Vitimismo, da ideologias Intolerante USER USER (Nova USER do comunismo arquitetada ela Escola de Frankfurth), da sabotagem do capitalismo através do domínio dos Bancos e Empresas USER USER.",1
"Meu deus ! Que hipocrisia mata a filha e ainda sai pra comemorar dias dos"" pais "" E ainda tem direitos ??? Que pais e esse ???e um absurdo",0
USER do luxo ao lixo,1
rt USER ficar na vontade é um carai,1
"RT USER: USER USER Asquerosa fascista , se vuelve igualmente criminal por su complicidad con el nefasto y des…",1
caralho silva e criolo bom dmsss,1
USER BOM . USER ELE NAO GOSTA DE POBRES E DE USER,1
RT USER: Se vc pensa em NÃO PRENDER BANDIDO por causa de crise presidiária é pq vc é um CRETINO FILHA DA PUTA que não pensa no trab _,1
Ela e Rainha da aguás crlh. Mãezinha e teu Cu. E Mãe porra,1
